time	event_type	event	left	right	bottom	top
3.068	stimulus	1a	0.283	0.384	0.412	0.582
7.068	stimulus	1b	0.616	0.718	0.412	0.582
14.068	stimulus	2a	0.283	0.384	0.412	0.582
24.068	stimulus	2b	0.616	0.718	0.412	0.582
34.068	stimulus	1a	0.283	0.384	0.412	0.582
40.068	stimulus	1b	0.616	0.718	0.412	0.582
50.068	stimulus	2a	0.283	0.384	0.412	0.582
63.068	stimulus	2b	0.616	0.718	0.412	0.582
70.068	stimulus	1a	0.283	0.384	0.412	0.582
75.068	stimulus	1b	0.616	0.718	0.412	0.582
83.068	stimulus	2a	0.283	0.384	0.412	0.582
93.068	stimulus	2b	0.616	0.718	0.412	0.582
103.068	stimulus	1a	0.283	0.384	0.412	0.582
109.068	stimulus	1b	0.616	0.718	0.412	0.582
119.068	stimulus	2a	0.283	0.384	0.412	0.582
127.068	stimulus	2b	0.616	0.718	0.412	0.582
133.068	stimulus	1a	0.283	0.384	0.412	0.582
142.068	stimulus	1b	0.616	0.718	0.412	0.582
147.068	stimulus	2a	0.283	0.384	0.412	0.582
153.068	stimulus	2b	0.616	0.718	0.412	0.582
160.068	stimulus	1a	0.283	0.384	0.412	0.582
168.068	stimulus	1b	0.616	0.718	0.412	0.582
175.068	stimulus	2a	0.283	0.384	0.412	0.582
183.068	stimulus	2b	0.616	0.718	0.412	0.582
188.068	stimulus	1a	0.283	0.384	0.412	0.582
194.068	stimulus	1b	0.616	0.718	0.412	0.582
200.068	stimulus	2a	0.283	0.384	0.412	0.582
207.068	stimulus	2b	0.616	0.718	0.412	0.582
217.068	stimulus	1a	0.283	0.384	0.412	0.582
227.068	stimulus	1b	0.616	0.718	0.412	0.582
235.068	stimulus	2a	0.283	0.384	0.412	0.582
245.068	stimulus	2b	0.616	0.718	0.412	0.582
255.068	stimulus	1a	0.283	0.384	0.412	0.582
261.068	stimulus	1b	0.616	0.718	0.412	0.582
268.068	stimulus	2a	0.283	0.384	0.412	0.582
278.068	stimulus	2b	0.616	0.718	0.412	0.582
287.068	stimulus	1a	0.283	0.384	0.412	0.582
303.068	stimulus	1b	0.616	0.718	0.412	0.582
3.068	virtual	S	NA	NA	NA	NA
5.468	response	R	NA	NA	NA	NA
8.700	response	R	NA	NA	NA	NA
12.268	response	R	NA	NA	NA	NA
15.168	response	R	NA	NA	NA	NA
20.600	response	R	NA	NA	NA	NA
24.000	response	R	NA	NA	NA	NA
25.532	response	R	NA	NA	NA	NA
29.432	response	R	NA	NA	NA	NA
35.068	response	R	NA	NA	NA	NA
40.932	response	R	NA	NA	NA	NA
49.832	response	R	NA	NA	NA	NA
51.132	response	R	NA	NA	NA	NA
62.900	response	R	NA	NA	NA	NA
65.632	response	R	NA	NA	NA	NA
71.432	response	R	NA	NA	NA	NA
74.796	response	R	NA	NA	NA	NA
76.296	response	R	NA	NA	NA	NA
81.164	response	R	NA	NA	NA	NA
84.732	response	R	NA	NA	NA	NA
91.432	response	R	NA	NA	NA	NA
94.032	response	R	NA	NA	NA	NA
99.264	response	R	NA	NA	NA	NA
104.328	response	R	NA	NA	NA	NA
110.128	response	R	NA	NA	NA	NA
110.464	response	R	NA	NA	NA	NA
116.264	response	R	NA	NA	NA	NA
119.828	response	R	NA	NA	NA	NA
123.464	response	R	NA	NA	NA	NA
127.960	response	R	NA	NA	NA	NA
133.896	response	R	NA	NA	NA	NA
137.360	response	R	NA	NA	NA	NA
142.128	response	R	NA	NA	NA	NA
143.128	response	R	NA	NA	NA	NA
147.096	response	R	NA	NA	NA	NA
149.960	response	R	NA	NA	NA	NA
154.628	response	R	NA	NA	NA	NA
160.160	response	R	NA	NA	NA	NA
162.260	response	R	NA	NA	NA	NA
164.592	response	R	NA	NA	NA	NA
169.028	response	R	NA	NA	NA	NA
173.860	response	R	NA	NA	NA	NA
176.560	response	R	NA	NA	NA	NA
180.660	response	R	NA	NA	NA	NA
184.924	response	R	NA	NA	NA	NA
187.724	response	R	NA	NA	NA	NA
189.292	response	R	NA	NA	NA	NA
194.960	response	R	NA	NA	NA	NA
200.960	response	R	NA	NA	NA	NA
206.860	response	R	NA	NA	NA	NA
208.260	response	R	NA	NA	NA	NA
212.056	response	R	NA	NA	NA	NA
215.324	response	R	NA	NA	NA	NA
217.356	response	R	NA	NA	NA	NA
227.624	response	R	NA	NA	NA	NA
235.692	response	R	NA	NA	NA	NA
242.356	response	R	NA	NA	NA	NA
245.724	response	R	NA	NA	NA	NA
255.988	response	R	NA	NA	NA	NA
261.688	response	R	NA	NA	NA	NA
268.920	response	R	NA	NA	NA	NA
275.720	response	R	NA	NA	NA	NA
279.220	response	R	NA	NA	NA	NA
283.820	response	R	NA	NA	NA	NA
288.056	response	R	NA	NA	NA	NA
292.520	response	R	NA	NA	NA	NA
295.388	response	R	NA	NA	NA	NA
300.288	response	R	NA	NA	NA	NA
302.952	response	R	NA	NA	NA	NA
303.088	virtual	E	NA	NA	NA	NA
