time	x_norm	y_norm
0.000	0.023	1.096
0.032	0.023	1.093
0.068	0.024	1.096
0.100	0.027	1.094
0.132	0.027	1.096
0.168	0.027	1.093
0.200	0.029	1.092
0.268	0.442	0.574
0.300	0.453	0.581
0.332	0.458	0.581
0.368	0.463	0.579
0.400	0.465	0.580
0.432	0.467	0.582
0.468	0.467	0.585
0.500	0.465	0.591
0.532	0.464	0.593
0.568	0.463	0.594
0.600	0.463	0.598
0.632	0.461	0.603
0.668	0.521	0.591
0.700	0.526	0.592
0.732	0.528	0.590
0.768	0.528	0.591
0.800	0.527	0.593
0.832	0.528	0.594
0.868	0.528	0.594
0.900	0.528	0.591
0.932	0.528	0.591
0.968	0.529	0.592
1.000	0.528	0.591
1.032	0.529	0.592
1.068	0.529	0.592
1.100	0.537	0.590
1.132	0.643	0.581
1.168	0.641	0.584
1.200	0.641	0.587
1.232	0.640	0.590
1.268	0.700	0.617
1.300	0.907	0.791
1.332	0.918	0.814
1.368	0.921	0.820
1.400	0.923	0.823
1.432	0.924	0.828
1.468	0.941	0.891
1.500	0.990	1.127
1.532	0.996	1.125
1.568	0.998	1.125
1.600	1.000	1.123
1.632	1.002	1.124
1.668	1.003	1.126
1.732	1.005	1.122
1.768	1.003	1.121
1.800	0.656	0.953
1.832	0.543	0.741
1.900	0.561	0.745
1.932	0.566	0.743
1.968	0.569	0.741
2.000	0.491	0.539
2.068	0.506	0.557
2.100	0.506	0.561
2.132	0.505	0.561
2.168	0.505	0.560
2.200	0.505	0.562
2.232	0.504	0.565
2.268	0.503	0.569
2.300	0.504	0.572
2.332	0.510	0.572
2.500	0.561	0.617
2.532	0.557	0.612
2.568	0.552	0.603
2.600	0.550	0.593
2.632	0.548	0.587
2.668	0.548	0.578
2.700	0.547	0.572
2.732	0.546	0.568
2.768	0.546	0.564
2.800	0.546	0.557
2.832	0.545	0.555
2.868	0.543	0.553
2.900	0.542	0.554
2.932	0.541	0.556
2.968	0.540	0.558
3.000	0.540	0.557
3.032	0.541	0.557
3.068	0.543	0.557
3.100	0.544	0.557
3.132	0.545	0.556
3.168	0.544	0.555
3.200	0.622	0.543
3.232	0.666	0.544
3.268	0.669	0.543
3.300	0.669	0.544
3.332	0.669	0.544
3.368	0.668	0.547
3.400	0.668	0.549
3.432	0.669	0.550
3.468	0.669	0.549
3.500	0.669	0.549
3.532	0.669	0.550
3.568	0.668	0.549
3.600	0.668	0.548
3.632	0.667	0.548
3.668	0.666	0.547
3.700	0.665	0.551
3.732	0.697	0.533
3.768	0.696	0.532
3.800	0.695	0.533
3.832	0.695	0.532
3.868	0.695	0.535
3.900	0.697	0.532
3.932	0.696	0.532
3.968	0.697	0.528
4.000	0.697	0.528
4.032	0.697	0.530
4.068	0.697	0.529
4.100	0.698	0.529
4.132	0.699	0.527
4.168	0.700	0.527
4.200	0.700	0.526
4.268	0.433	0.532
4.300	0.430	0.533
4.332	0.428	0.536
4.368	0.427	0.537
4.400	0.427	0.538
4.432	0.425	0.538
4.468	0.424	0.538
4.500	0.423	0.542
4.532	0.424	0.544
4.568	0.423	0.543
4.600	0.424	0.541
4.632	0.423	0.541
4.668	0.421	0.543
4.700	0.420	0.542
4.732	0.420	0.541
4.768	0.422	0.541
4.800	0.422	0.540
4.832	0.439	0.548
4.868	0.439	0.549
4.900	0.440	0.551
4.932	0.439	0.553
4.968	0.438	0.553
5.000	0.437	0.553
