time	x_norm	y_norm
0.000	0.557	0.596
0.032	0.557	0.599
0.064	0.556	0.598
0.100	0.556	0.602
0.132	0.557	0.599
0.164	0.555	0.603
0.200	0.555	0.600
0.232	0.556	0.601
0.264	0.556	0.601
0.300	0.487	0.598
0.332	0.486	0.598
0.364	0.490	0.601
0.400	0.490	0.602
0.432	0.491	0.607
0.464	0.489	0.604
0.500	0.490	0.605
0.532	0.491	0.604
0.564	0.490	0.601
0.600	0.492	0.603
0.632	0.492	0.604
0.664	0.491	0.602
0.700	0.492	0.601
0.732	0.482	0.600
0.764	0.444	0.600
0.800	0.442	0.599
0.832	0.440	0.600
0.864	0.439	0.602
0.900	0.440	0.600
0.932	0.441	0.601
0.964	0.442	0.605
1.000	0.443	0.603
1.032	0.444	0.606
1.064	0.445	0.605
1.100	0.445	0.603
1.132	0.494	0.585
1.164	0.497	0.589
1.200	0.497	0.588
1.232	0.496	0.589
1.264	0.497	0.591
1.300	0.496	0.590
1.332	0.495	0.589
1.364	0.495	0.592
1.400	0.496	0.593
1.432	0.454	0.583
1.464	0.417	0.580
1.500	0.415	0.582
1.532	0.413	0.582
1.564	0.412	0.584
1.600	0.413	0.584
1.632	0.412	0.584
1.664	0.411	0.583
1.732	0.412	0.580
1.764	0.412	0.584
1.800	0.413	0.580
1.832	0.413	0.583
1.864	0.569	0.582
1.900	0.589	0.580
1.964	0.586	0.585
2.000	0.587	0.590
2.032	0.613	0.578
2.164	0.562	0.625
2.200	0.555	0.613
2.232	0.548	0.602
2.264	0.541	0.593
2.300	0.534	0.585
2.332	0.478	0.592
2.400	0.462	0.592
2.432	0.460	0.594
2.464	0.459	0.590
2.500	0.457	0.593
2.532	0.456	0.592
2.564	0.456	0.595
2.600	0.455	0.599
2.632	0.458	0.597
2.664	0.576	0.573
2.700	0.576	0.571
2.732	0.578	0.574
2.764	0.577	0.577
2.800	0.575	0.580
2.832	0.575	0.581
2.864	0.577	0.580
2.900	0.579	0.580
2.932	0.576	0.580
2.964	0.575	0.582
3.000	0.575	0.582
3.032	0.577	0.585
3.064	0.530	0.581
3.100	0.449	0.592
3.132	0.452	0.594
3.164	0.451	0.597
3.200	0.450	0.596
3.232	0.451	0.595
3.264	0.452	0.591
3.300	0.451	0.590
3.332	0.454	0.591
3.364	0.454	0.590
3.400	0.453	0.585
3.432	0.453	0.586
3.464	0.451	0.584
3.500	0.451	0.580
3.532	0.452	0.581
3.564	0.452	0.581
3.600	0.451	0.584
3.632	0.451	0.585
3.664	0.449	0.581
3.700	0.466	0.554
3.732	0.601	0.516
3.764	0.602	0.522
3.800	0.601	0.529
3.832	0.603	0.529
3.878	0.602	0.533
3.900	0.602	0.534
3.932	0.601	0.533
3.964	0.599	0.534
4.000	0.599	0.533
4.032	0.600	0.531
4.064	0.600	0.531
4.100	0.403	0.536
4.132	0.375	0.538
4.164	0.375	0.537
4.200	0.377	0.536
4.232	0.379	0.539
4.264	0.380	0.536
4.300	0.381	0.535
4.332	0.379	0.537
4.364	0.379	0.538
4.400	0.380	0.534
4.432	0.382	0.532
4.464	0.381	0.532
4.500	0.435	0.522
4.532	0.470	0.513
4.564	0.471	0.512
4.600	0.475	0.511
4.632	0.475	0.513
4.664	0.476	0.514
4.700	0.476	0.512
4.732	0.476	0.512
4.764	0.477	0.510
4.800	0.477	0.510
4.832	0.476	0.513
4.864	0.476	0.508
4.900	0.559	0.502
4.932	0.624	0.500
4.964	0.626	0.504
5.000	0.627	0.500
5.064	0.627	0.505
5.100	0.623	0.508
5.132	0.623	0.507
5.164	0.625	0.506
5.200	0.624	0.507
