time	event_type	event	left	right	bottom	top
49.400	stimulus	1a	0.283	0.384	0.412	0.582
56.400	stimulus	1b	0.616	0.718	0.412	0.582
63.400	stimulus	2a	0.283	0.384	0.412	0.582
72.400	stimulus	2b	0.616	0.718	0.412	0.582
82.400	stimulus	1a	0.283	0.384	0.412	0.582
91.400	stimulus	1b	0.616	0.718	0.412	0.582
98.400	stimulus	2a	0.283	0.384	0.412	0.582
106.400	stimulus	2b	0.616	0.718	0.412	0.582
110.400	stimulus	1a	0.283	0.384	0.412	0.582
116.400	stimulus	1b	0.616	0.718	0.412	0.582
123.400	stimulus	2a	0.283	0.384	0.412	0.582
133.400	stimulus	2b	0.616	0.718	0.412	0.582
141.400	stimulus	1a	0.283	0.384	0.412	0.582
151.400	stimulus	1b	0.616	0.718	0.412	0.582
159.400	stimulus	2a	0.283	0.384	0.412	0.582
167.400	stimulus	2b	0.616	0.718	0.412	0.582
175.400	stimulus	1a	0.283	0.384	0.412	0.582
184.400	stimulus	1b	0.616	0.718	0.412	0.582
190.400	stimulus	2a	0.283	0.384	0.412	0.582
197.400	stimulus	2b	0.616	0.718	0.412	0.582
203.400	stimulus	1a	0.283	0.384	0.412	0.582
212.400	stimulus	1b	0.616	0.718	0.412	0.582
217.400	stimulus	2a	0.283	0.384	0.412	0.582
226.400	stimulus	2b	0.616	0.718	0.412	0.582
235.400	stimulus	1a	0.283	0.384	0.412	0.582
240.400	stimulus	1b	0.616	0.718	0.412	0.582
249.400	stimulus	2a	0.283	0.384	0.412	0.582
258.400	stimulus	2b	0.616	0.718	0.412	0.582
265.400	stimulus	1a	0.283	0.384	0.412	0.582
272.400	stimulus	1b	0.616	0.718	0.412	0.582
278.400	stimulus	2a	0.283	0.384	0.412	0.582
291.400	stimulus	2b	0.616	0.718	0.412	0.582
298.400	stimulus	1a	0.283	0.384	0.412	0.582
307.400	stimulus	1b	0.616	0.718	0.412	0.582
318.400	stimulus	2a	0.283	0.384	0.412	0.582
324.400	stimulus	2b	0.616	0.718	0.412	0.582
335.400	stimulus	1a	0.283	0.384	0.412	0.582
349.400	stimulus	1b	0.616	0.718	0.412	0.582
49.400	virtual	S	NA	NA	NA	NA
79.696	response	R	NA	NA	NA	NA
92.828	response	R	NA	NA	NA	NA
106.664	response	R	NA	NA	NA	NA
108.496	response	R	NA	NA	NA	NA
111.260	response	R	NA	NA	NA	NA
117.228	response	R	NA	NA	NA	NA
125.160	response	R	NA	NA	NA	NA
126.596	response	R	NA	NA	NA	NA
128.196	response	R	NA	NA	NA	NA
129.396	response	R	NA	NA	NA	NA
130.428	response	R	NA	NA	NA	NA
131.360	response	R	NA	NA	NA	NA
132.160	response	R	NA	NA	NA	NA
132.960	response	R	NA	NA	NA	NA
133.760	response	R	NA	NA	NA	NA
134.696	response	R	NA	NA	NA	NA
135.560	response	R	NA	NA	NA	NA
136.360	response	R	NA	NA	NA	NA
137.128	response	R	NA	NA	NA	NA
137.760	response	R	NA	NA	NA	NA
138.428	response	R	NA	NA	NA	NA
139.128	response	R	NA	NA	NA	NA
139.828	response	R	NA	NA	NA	NA
140.460	response	R	NA	NA	NA	NA
141.060	response	R	NA	NA	NA	NA
141.392	response	R	NA	NA	NA	NA
141.660	response	R	NA	NA	NA	NA
141.860	response	R	NA	NA	NA	NA
142.928	response	R	NA	NA	NA	NA
143.692	response	R	NA	NA	NA	NA
144.592	response	R	NA	NA	NA	NA
145.360	response	R	NA	NA	NA	NA
146.192	response	R	NA	NA	NA	NA
146.992	response	R	NA	NA	NA	NA
147.260	response	R	NA	NA	NA	NA
147.592	response	R	NA	NA	NA	NA
148.228	response	R	NA	NA	NA	NA
148.560	response	R	NA	NA	NA	NA
148.892	response	R	NA	NA	NA	NA
148.928	response	R	NA	NA	NA	NA
149.360	response	R	NA	NA	NA	NA
149.692	response	R	NA	NA	NA	NA
150.060	response	R	NA	NA	NA	NA
150.392	response	R	NA	NA	NA	NA
150.792	response	R	NA	NA	NA	NA
151.128	response	R	NA	NA	NA	NA
151.528	response	R	NA	NA	NA	NA
151.992	response	R	NA	NA	NA	NA
152.692	response	R	NA	NA	NA	NA
