time	x_norm	y_norm
0.000	0.455	0.487
0.036	0.452	0.488
0.068	0.453	0.488
0.100	0.453	0.487
0.136	0.451	0.493
0.168	0.450	0.497
0.200	0.449	0.498
0.236	0.449	0.498
0.268	0.448	0.495
0.300	0.448	0.496
0.336	0.449	0.494
0.368	0.450	0.495
0.400	0.449	0.495
0.436	0.448	0.493
0.468	0.450	0.492
0.500	0.451	0.491
0.536	0.451	0.487
0.568	0.607	0.466
0.636	0.610	0.472
0.668	0.607	0.481
0.700	0.608	0.484
0.736	0.605	0.488
0.768	0.605	0.492
0.800	0.604	0.494
0.868	0.455	0.477
0.900	0.453	0.477
0.936	0.451	0.479
0.968	0.452	0.482
1.000	0.451	0.483
1.036	0.449	0.482
1.068	0.448	0.483
1.100	0.449	0.485
1.136	0.428	0.499
1.168	0.421	0.501
1.200	0.419	0.499
1.236	0.418	0.497
1.268	0.418	0.501
1.300	0.419	0.502
1.336	0.418	0.501
1.368	0.418	0.502
1.400	0.417	0.501
1.436	0.417	0.501
1.468	0.419	0.498
1.500	0.418	0.498
1.536	0.418	0.499
1.568	0.418	0.503
1.600	0.417	0.505
1.636	0.416	0.504
1.668	0.416	0.506
1.736	0.417	0.510
1.768	0.418	0.506
1.800	0.418	0.506
1.836	0.419	0.506
1.868	0.419	0.508
1.900	0.386	0.453
1.936	0.185	0.213
1.968	0.106	0.120
2.000	0.105	0.116
2.036	0.102	0.122
2.068	0.101	0.125
2.100	0.100	0.128
2.136	0.100	0.127
2.168	0.099	0.129
2.200	0.099	0.131
2.236	0.098	0.132
2.268	0.099	0.132
2.300	0.097	0.133
2.336	0.096	0.136
2.368	0.094	0.136
2.400	0.095	0.141
2.436	0.093	0.144
2.468	0.091	0.146
2.500	0.091	0.144
2.568	-0.025	-0.229
2.600	-0.024	-0.230
2.636	-0.022	-0.225
2.668	-0.022	-0.217
2.700	-0.021	-0.216
2.736	-0.020	-0.216
2.768	-0.017	-0.213
2.800	-0.017	-0.217
2.836	-0.015	-0.215
2.936	0.490	0.460
2.968	0.492	0.462
3.000	0.493	0.471
3.036	0.493	0.477
3.068	0.493	0.479
3.100	0.492	0.480
3.136	0.491	0.484
3.168	0.491	0.485
3.200	0.490	0.486
3.236	0.488	0.486
3.268	0.487	0.490
3.300	0.486	0.493
3.336	0.486	0.493
3.368	0.486	0.496
3.400	0.485	0.498
3.436	0.485	0.499
3.468	0.485	0.499
3.500	0.484	0.501
3.536	0.483	0.503
3.568	0.484	0.507
3.600	0.485	0.510
3.636	0.486	0.509
3.668	0.486	0.507
3.700	0.487	0.504
