time	x_norm	y_norm
0.000	0.638	0.395
0.036	0.638	0.396
0.068	0.636	0.395
0.100	0.606	0.390
0.145	0.605	0.392
0.173	0.607	0.393
0.202	0.612	0.391
0.340	0.531	0.393
0.478	0.504	0.401
0.500	0.500	0.398
0.536	0.461	0.396
0.568	0.461	0.394
0.600	0.458	0.400
0.636	0.458	0.398
0.668	0.459	0.398
0.700	0.458	0.396
0.736	0.459	0.396
0.768	0.460	0.398
0.800	0.571	0.406
0.842	0.568	0.402
0.868	0.566	0.408
0.900	0.565	0.407
0.936	0.564	0.409
0.968	0.563	0.409
1.000	0.504	0.412
1.040	0.509	0.411
1.076	0.507	0.409
1.100	0.504	0.409
1.136	0.504	0.408
1.168	0.505	0.409
1.200	0.506	0.407
1.236	0.507	0.406
1.268	0.508	0.406
1.300	0.510	0.403
1.336	0.511	0.402
1.368	0.511	0.398
1.400	0.512	0.395
1.436	0.511	0.390
1.468	0.511	0.385
1.500	0.510	0.383
1.536	0.511	0.382
1.568	0.511	0.377
1.600	0.698	0.359
1.644	0.695	0.359
1.671	0.696	0.362
1.736	0.695	0.363
1.768	0.694	0.363
1.800	0.693	0.366
1.836	0.695	0.366
1.868	0.696	0.368
1.900	0.700	0.365
1.936	0.699	0.364
1.968	0.698	0.362
2.100	0.419	0.361
2.136	0.420	0.360
2.168	0.420	0.362
2.200	0.421	0.369
2.236	0.424	0.375
2.268	0.423	0.379
2.343	0.716	0.392
2.382	0.719	0.378
2.408	0.720	0.385
2.438	0.721	0.382
2.468	0.717	0.382
2.500	0.715	0.382
2.536	0.714	0.380
2.568	0.714	0.381
2.600	0.588	0.360
2.640	0.407	0.352
2.679	0.405	0.352
2.705	0.409	0.351
2.736	0.411	0.352
2.768	0.415	0.358
2.800	0.419	0.352
2.836	0.420	0.356
2.868	0.423	0.348
2.900	0.421	0.345
2.936	0.625	0.327
2.976	0.690	0.338
3.014	0.695	0.336
3.041	0.698	0.333
3.068	0.697	0.339
3.100	0.695	0.344
3.136	0.691	0.348
3.168	0.687	0.344
3.200	0.686	0.346
3.236	0.688	0.348
3.268	0.690	0.350
3.300	0.689	0.357
3.336	0.691	0.362
3.368	0.693	0.360
3.400	0.696	0.351
3.436	0.695	0.350
3.468	0.695	0.345
3.500	0.696	0.344
3.536	0.689	0.343
3.568	0.418	0.328
3.604	0.428	0.330
3.636	0.427	0.337
3.668	0.427	0.338
3.700	0.429	0.337
3.736	0.429	0.332
3.768	0.427	0.333
3.800	0.427	0.332
3.836	0.428	0.331
3.868	0.426	0.330
3.900	0.464	0.324
3.955	0.693	0.352
3.996	0.693	0.352
4.026	0.694	0.359
4.047	0.694	0.358
4.068	0.692	0.360
4.100	0.692	0.362
4.137	0.689	0.362
4.168	0.689	0.364
4.200	0.690	0.360
4.236	0.689	0.363
4.268	0.670	0.365
4.310	0.413	0.353
4.353	0.417	0.357
4.381	0.416	0.362
4.407	0.415	0.366
4.437	0.414	0.368
4.468	0.415	0.369
4.500	0.415	0.370
4.536	0.415	0.368
4.568	0.416	0.368
4.600	0.654	0.355
4.640	0.655	0.358
4.669	0.658	0.361
4.700	0.660	0.360
4.736	0.660	0.363
4.768	0.660	0.362
4.800	0.661	0.362
4.836	0.661	0.361
4.868	0.659	0.360
4.900	0.661	0.360
4.936	0.658	0.356
4.968	0.428	0.332
5.000	0.434	0.330
5.068	0.433	0.337
5.100	0.432	0.341
5.136	0.434	0.340
5.168	0.433	0.339
5.200	0.436	0.341
5.236	0.435	0.340
5.308	0.722	0.352
5.345	0.727	0.355
5.374	0.728	0.357
5.402	0.727	0.360
5.436	0.726	0.362
5.468	0.725	0.363
5.500	0.725	0.361
5.536	0.724	0.361
5.568	0.726	0.364
5.600	0.725	0.362
