time	event_type	event	left	right	bottom	top
47.502	stimulus	1a	0.283	0.384	0.412	0.582
60.502	stimulus	1b	0.616	0.718	0.412	0.582
67.502	stimulus	2a	0.283	0.384	0.412	0.582
74.502	stimulus	2b	0.616	0.718	0.412	0.582
78.502	stimulus	1a	0.283	0.384	0.412	0.582
82.502	stimulus	1b	0.616	0.718	0.412	0.582
89.502	stimulus	2a	0.283	0.384	0.412	0.582
95.502	stimulus	2b	0.616	0.718	0.412	0.582
101.502	stimulus	1a	0.283	0.384	0.412	0.582
110.502	stimulus	1b	0.616	0.718	0.412	0.582
121.502	stimulus	2a	0.283	0.384	0.412	0.582
127.502	stimulus	2b	0.616	0.718	0.412	0.582
133.502	stimulus	1a	0.283	0.384	0.412	0.582
138.502	stimulus	1b	0.616	0.718	0.412	0.582
144.502	stimulus	2a	0.283	0.384	0.412	0.582
152.502	stimulus	2b	0.616	0.718	0.412	0.582
158.502	stimulus	1a	0.283	0.384	0.412	0.582
167.502	stimulus	1b	0.616	0.718	0.412	0.582
177.502	stimulus	2a	0.283	0.384	0.412	0.582
185.502	stimulus	2b	0.616	0.718	0.412	0.582
194.502	stimulus	1a	0.283	0.384	0.412	0.582
203.502	stimulus	1b	0.616	0.718	0.412	0.582
211.502	stimulus	2a	0.283	0.384	0.412	0.582
218.502	stimulus	2b	0.616	0.718	0.412	0.582
222.502	stimulus	1a	0.283	0.384	0.412	0.582
228.502	stimulus	1b	0.616	0.718	0.412	0.582
237.502	stimulus	2a	0.283	0.384	0.412	0.582
247.502	stimulus	2b	0.616	0.718	0.412	0.582
254.502	stimulus	1a	0.283	0.384	0.412	0.582
258.502	stimulus	1b	0.616	0.718	0.412	0.582
265.502	stimulus	2a	0.283	0.384	0.412	0.582
270.502	stimulus	2b	0.616	0.718	0.412	0.582
276.502	stimulus	1a	0.283	0.384	0.412	0.582
282.502	stimulus	1b	0.616	0.718	0.412	0.582
292.502	stimulus	2a	0.283	0.384	0.412	0.582
300.502	stimulus	2b	0.616	0.718	0.412	0.582
306.502	stimulus	1a	0.283	0.384	0.412	0.582
317.502	stimulus	1b	0.616	0.718	0.412	0.582
324.502	stimulus	2a	0.283	0.384	0.412	0.582
334.502	stimulus	2b	0.616	0.718	0.412	0.582
341.502	stimulus	1a	0.283	0.384	0.412	0.582
347.502	stimulus	1b	0.616	0.718	0.412	0.582
47.502	virtual	S	NA	NA	NA	NA
111.496	response	R	NA	NA	NA	NA
119.528	response	R	NA	NA	NA	NA
124.028	response	R	NA	NA	NA	NA
128.560	response	R	NA	NA	NA	NA
134.560	response	R	NA	NA	NA	NA
138.028	response	R	NA	NA	NA	NA
139.628	response	R	NA	NA	NA	NA
141.928	response	R	NA	NA	NA	NA
145.392	response	R	NA	NA	NA	NA
148.760	response	R	NA	NA	NA	NA
151.728	response	R	NA	NA	NA	NA
153.292	response	R	NA	NA	NA	NA
155.224	response	R	NA	NA	NA	NA
157.724	response	R	NA	NA	NA	NA
159.860	response	R	NA	NA	NA	NA
162.460	response	R	NA	NA	NA	NA
165.024	response	R	NA	NA	NA	NA
167.060	response	R	NA	NA	NA	NA
168.524	response	R	NA	NA	NA	NA
170.084	response	R	NA	NA	NA	NA
171.656	response	R	NA	NA	NA	NA
173.792	response	R	NA	NA	NA	NA
175.292	response	R	NA	NA	NA	NA
176.992	response	R	NA	NA	NA	NA
178.360	response	R	NA	NA	NA	NA
179.824	response	R	NA	NA	NA	NA
181.360	response	R	NA	NA	NA	NA
183.192	response	R	NA	NA	NA	NA
185.656	response	R	NA	NA	NA	NA
186.424	response	R	NA	NA	NA	NA
188.324	response	R	NA	NA	NA	NA
189.692	response	R	NA	NA	NA	NA
191.192	response	R	NA	NA	NA	NA
192.756	response	R	NA	NA	NA	NA
194.624	response	R	NA	NA	NA	NA
196.492	response	R	NA	NA	NA	NA
198.024	response	R	NA	NA	NA	NA
199.456	response	R	NA	NA	NA	NA
200.992	response	R	NA	NA	NA	NA
202.592	response	R	NA	NA	NA	NA
204.492	response	R	NA	NA	NA	NA
206.092	response	R	NA	NA	NA	NA
207.692	response	R	NA	NA	NA	NA
209.424	response	R	NA	NA	NA	NA
211.256	response	R	NA	NA	NA	NA
212.624	response	R	NA	NA	NA	NA
214.256	response	R	NA	NA	NA	NA
216.124	response	R	NA	NA	NA	NA
217.724	response	R	NA	NA	NA	NA
219.224	response	R	NA	NA	NA	NA
221.288	response	R	NA	NA	NA	NA
222.688	response	R	NA	NA	NA	NA
224.256	response	R	NA	NA	NA	NA
225.856	response	R	NA	NA	NA	NA
227.724	response	R	NA	NA	NA	NA
229.356	response	R	NA	NA	NA	NA
231.056	response	R	NA	NA	NA	NA
232.656	response	R	NA	NA	NA	NA
234.224	response	R	NA	NA	NA	NA
235.956	response	R	NA	NA	NA	NA
237.756	response	R	NA	NA	NA	NA
239.288	response	R	NA	NA	NA	NA
240.556	response	R	NA	NA	NA	NA
242.120	response	R	NA	NA	NA	NA
243.456	response	R	NA	NA	NA	NA
244.920	response	R	NA	NA	NA	NA
246.788	response	R	NA	NA	NA	NA
248.188	response	R	NA	NA	NA	NA
249.556	response	R	NA	NA	NA	NA
