time	x_norm	y_norm
0.000	0.398	0.434
0.032	0.398	0.437
0.064	0.397	0.430
0.111	0.395	0.433
0.144	0.392	0.431
0.164	0.391	0.433
0.200	0.429	0.425
0.232	0.431	0.430
0.264	0.433	0.433
0.300	0.435	0.438
0.332	0.437	0.436
0.364	0.363	0.451
0.400	0.361	0.444
0.432	0.360	0.451
0.464	0.357	0.457
0.500	0.358	0.464
0.532	0.358	0.458
0.564	0.359	0.455
0.600	0.361	0.449
0.632	0.358	0.441
0.700	0.373	0.440
0.732	0.367	0.438
0.764	0.367	0.424
0.800	0.366	0.424
0.832	0.369	0.412
0.864	0.474	0.400
0.900	0.481	0.398
0.932	0.483	0.390
0.964	0.481	0.389
1.000	0.487	0.394
1.032	0.462	0.383
1.064	0.468	0.397
1.100	0.472	0.419
1.132	0.473	0.420
1.164	0.470	0.423
1.200	0.469	0.425
1.232	0.566	0.412
1.300	0.572	0.413
1.332	0.571	0.411
1.564	0.351	0.423
1.632	0.336	0.443
1.664	0.329	0.443
1.700	0.324	0.441
1.732	0.319	0.442
1.764	0.321	0.439
1.800	0.322	0.435
1.832	0.320	0.431
1.864	0.319	0.431
1.900	0.317	0.429
1.932	0.315	0.428
1.964	0.380	0.427
2.032	0.378	0.427
2.064	0.377	0.426
2.100	0.376	0.426
2.132	0.374	0.427
2.164	0.484	0.411
2.200	0.492	0.412
2.232	0.495	0.413
2.264	0.496	0.418
2.300	0.500	0.417
2.332	0.499	0.416
2.364	0.500	0.409
2.400	0.495	0.407
2.432	0.582	0.415
2.464	0.580	0.414
2.500	0.579	0.425
2.532	0.581	0.431
2.564	0.585	0.434
2.600	0.586	0.432
2.632	0.590	0.435
2.664	0.588	0.434
2.700	0.490	0.444
2.732	0.402	0.469
2.764	0.401	0.470
2.800	0.402	0.474
2.832	0.402	0.475
2.864	0.454	0.643
2.900	0.470	0.700
2.932	0.473	0.704
2.964	0.474	0.709
3.000	0.478	0.711
3.032	0.480	0.718
3.264	0.485	0.581
3.300	0.478	0.585
3.332	0.473	0.586
3.364	0.470	0.584
3.400	0.464	0.581
3.432	0.460	0.579
3.464	0.459	0.570
3.500	0.460	0.567
3.532	0.412	0.518
3.564	0.378	0.448
3.600	0.377	0.454
3.632	0.376	0.453
3.664	0.376	0.455
3.700	0.374	0.456
3.732	0.375	0.459
3.764	0.376	0.453
3.800	0.422	0.504
3.832	0.593	0.728
3.864	0.594	0.730
3.900	0.596	0.735
3.932	0.596	0.739
3.964	0.596	0.739
4.000	0.595	0.739
4.032	0.597	0.739
4.064	0.593	0.738
4.100	0.591	0.742
4.132	0.590	0.751
4.164	0.588	0.752
4.200	0.583	0.752
4.232	0.576	0.752
4.264	0.488	0.739
4.300	0.491	0.742
4.332	0.499	0.743
4.364	0.502	0.735
4.400	0.501	0.728
4.432	0.526	0.608
4.664	0.471	0.539
4.700	0.468	0.549
4.732	0.465	0.546
4.764	0.462	0.542
4.800	0.458	0.541
4.832	0.456	0.532
4.864	0.451	0.542
4.900	0.444	0.545
4.932	0.443	0.542
4.964	0.443	0.548
5.000	0.448	0.543
5.032	0.449	0.542
5.064	0.447	0.545
5.100	0.448	0.547
5.132	0.448	0.540
5.164	0.447	0.541
5.200	0.449	0.538
5.232	0.451	0.542
5.264	0.455	0.539
5.300	0.457	0.533
5.332	0.451	0.521
5.364	0.388	0.460
5.400	0.388	0.454
5.432	0.390	0.445
5.464	0.394	0.440
5.500	0.393	0.440
5.532	0.393	0.435
5.564	0.510	0.531
5.600	0.657	0.678
5.632	0.661	0.683
5.664	0.667	0.695
5.732	0.674	0.703
5.764	0.674	0.705
5.800	0.669	0.707
5.832	0.737	0.785
5.864	0.802	0.856
5.900	0.802	0.856
5.932	0.802	0.853
5.964	0.802	0.850
6.000	0.806	0.850
6.200	0.437	0.393
6.232	0.431	0.404
6.264	0.426	0.407
6.300	0.426	0.409
6.332	0.426	0.406
6.364	0.423	0.407
6.400	0.420	0.406
6.432	0.391	0.442
6.464	0.390	0.440
6.500	0.388	0.430
6.532	0.388	0.432
6.564	0.383	0.435
6.600	0.383	0.434
6.632	0.380	0.433
6.664	0.380	0.433
6.700	0.379	0.430
6.732	0.339	0.428
6.764	0.339	0.425
6.800	0.338	0.424
6.832	0.336	0.422
6.864	0.335	0.424
6.900	0.336	0.422
