time	event_type	event	left	right	bottom	top
81.196	stimulus	1a	0.283	0.384	0.412	0.582
89.196	stimulus	1b	0.616	0.718	0.412	0.582
99.196	stimulus	2a	0.283	0.384	0.412	0.582
108.196	stimulus	2b	0.616	0.718	0.412	0.582
114.196	stimulus	1a	0.283	0.384	0.412	0.582
120.196	stimulus	1b	0.616	0.718	0.412	0.582
125.196	stimulus	2a	0.283	0.384	0.412	0.582
129.196	stimulus	2b	0.616	0.718	0.412	0.582
136.196	stimulus	1a	0.283	0.384	0.412	0.582
141.196	stimulus	1b	0.616	0.718	0.412	0.582
148.196	stimulus	2a	0.283	0.384	0.412	0.582
156.196	stimulus	2b	0.616	0.718	0.412	0.582
165.196	stimulus	1a	0.283	0.384	0.412	0.582
173.196	stimulus	1b	0.616	0.718	0.412	0.582
179.196	stimulus	2a	0.283	0.384	0.412	0.582
185.196	stimulus	2b	0.616	0.718	0.412	0.582
192.196	stimulus	1a	0.283	0.384	0.412	0.582
198.196	stimulus	1b	0.616	0.718	0.412	0.582
206.196	stimulus	2a	0.283	0.384	0.412	0.582
214.196	stimulus	2b	0.616	0.718	0.412	0.582
224.196	stimulus	1a	0.283	0.384	0.412	0.582
235.196	stimulus	1b	0.616	0.718	0.412	0.582
242.196	stimulus	2a	0.283	0.384	0.412	0.582
251.196	stimulus	2b	0.616	0.718	0.412	0.582
261.196	stimulus	1a	0.283	0.384	0.412	0.582
266.196	stimulus	1b	0.616	0.718	0.412	0.582
272.196	stimulus	2a	0.283	0.384	0.412	0.582
284.196	stimulus	2b	0.616	0.718	0.412	0.582
291.196	stimulus	1a	0.283	0.384	0.412	0.582
297.196	stimulus	1b	0.616	0.718	0.412	0.582
304.196	stimulus	2a	0.283	0.384	0.412	0.582
313.196	stimulus	2b	0.616	0.718	0.412	0.582
321.196	stimulus	1a	0.283	0.384	0.412	0.582
328.196	stimulus	1b	0.616	0.718	0.412	0.582
334.196	stimulus	2a	0.283	0.384	0.412	0.582
340.196	stimulus	2b	0.616	0.718	0.412	0.582
347.196	stimulus	1a	0.283	0.384	0.412	0.582
354.196	stimulus	1b	0.616	0.718	0.412	0.582
360.196	stimulus	2a	0.283	0.384	0.412	0.582
365.196	stimulus	2b	0.616	0.718	0.412	0.582
372.196	stimulus	1a	0.283	0.384	0.412	0.582
381.196	stimulus	1b	0.616	0.718	0.412	0.582
81.196	virtual	S	NA	NA	NA	NA
89.560	response	R	NA	NA	NA	NA
93.196	response	R	NA	NA	NA	NA
96.828	response	R	NA	NA	NA	NA
101.760	response	R	NA	NA	NA	NA
106.060	response	R	NA	NA	NA	NA
109.817	response	R	NA	NA	NA	NA
113.432	response	R	NA	NA	NA	NA
116.491	response	R	NA	NA	NA	NA
119.879	response	R	NA	NA	NA	NA
122.731	response	R	NA	NA	NA	NA
124.639	response	R	NA	NA	NA	NA
125.981	response	R	NA	NA	NA	NA
127.712	response	R	NA	NA	NA	NA
129.994	response	R	NA	NA	NA	NA
132.095	response	R	NA	NA	NA	NA
133.084	response	R	NA	NA	NA	NA
134.081	response	R	NA	NA	NA	NA
135.303	response	R	NA	NA	NA	NA
136.560	response	R	NA	NA	NA	NA
138.373	response	R	NA	NA	NA	NA
139.799	response	R	NA	NA	NA	NA
140.920	response	R	NA	NA	NA	NA
141.734	response	R	NA	NA	NA	NA
143.317	response	R	NA	NA	NA	NA
144.724	response	R	NA	NA	NA	NA
145.660	response	R	NA	NA	NA	NA
146.892	response	R	NA	NA	NA	NA
148.092	response	R	NA	NA	NA	NA
149.914	response	R	NA	NA	NA	NA
150.931	response	R	NA	NA	NA	NA
151.901	response	R	NA	NA	NA	NA
153.290	response	R	NA	NA	NA	NA
154.524	response	R	NA	NA	NA	NA
155.924	response	R	NA	NA	NA	NA
156.692	response	R	NA	NA	NA	NA
158.056	response	R	NA	NA	NA	NA
159.024	response	R	NA	NA	NA	NA
160.592	response	R	NA	NA	NA	NA
161.856	response	R	NA	NA	NA	NA
163.124	response	R	NA	NA	NA	NA
164.556	response	R	NA	NA	NA	NA
165.724	response	R	NA	NA	NA	NA
166.856	response	R	NA	NA	NA	NA
167.856	response	R	NA	NA	NA	NA
169.092	response	R	NA	NA	NA	NA
170.292	response	R	NA	NA	NA	NA
171.256	response	R	NA	NA	NA	NA
172.124	response	R	NA	NA	NA	NA
173.056	response	R	NA	NA	NA	NA
174.124	response	R	NA	NA	NA	NA
175.292	response	R	NA	NA	NA	NA
176.492	response	R	NA	NA	NA	NA
177.924	response	R	NA	NA	NA	NA
179.456	response	R	NA	NA	NA	NA
180.756	response	R	NA	NA	NA	NA
181.892	response	R	NA	NA	NA	NA
182.924	response	R	NA	NA	NA	NA
184.024	response	R	NA	NA	NA	NA
185.124	response	R	NA	NA	NA	NA
186.424	response	R	NA	NA	NA	NA
