time	x_norm	y_norm
0.000	0.355	0.458
0.036	0.353	0.456
0.068	0.350	0.454
0.247	0.347	0.451
0.260	0.346	0.452
0.279	0.348	0.446
0.336	0.386	0.458
0.368	0.380	0.469
0.436	0.377	0.470
0.468	0.376	0.469
0.500	0.373	0.470
0.536	0.414	0.460
0.600	0.424	0.461
0.636	0.425	0.458
0.668	0.427	0.458
0.700	0.468	0.403
0.936	0.458	0.507
0.968	0.452	0.504
1.000	0.443	0.496
1.036	0.437	0.490
1.068	0.434	0.482
1.100	0.432	0.479
1.136	0.433	0.472
1.168	0.432	0.463
1.236	0.327	0.465
1.268	0.322	0.464
1.300	0.320	0.458
1.336	0.319	0.454
1.368	0.317	0.463
1.400	0.313	0.466
1.436	0.313	0.466
1.468	0.311	0.469
1.500	0.308	0.471
1.536	0.308	0.471
1.568	0.306	0.474
1.600	0.305	0.476
1.636	0.306	0.474
1.668	0.308	0.472
1.700	0.310	0.467
1.736	0.305	0.470
1.768	0.306	0.466
1.800	0.308	0.458
1.868	0.305	0.459
1.900	0.305	0.455
1.936	0.305	0.452
1.968	0.331	0.445
2.000	0.329	0.447
2.036	0.330	0.446
2.068	0.333	0.441
2.100	0.334	0.441
2.136	0.337	0.433
2.168	0.337	0.436
2.200	0.335	0.441
2.236	0.329	0.436
2.400	0.399	0.426
2.436	0.398	0.433
2.500	0.395	0.436
2.536	0.393	0.441
2.568	0.394	0.441
2.600	0.427	0.436
2.636	0.428	0.432
2.668	0.426	0.437
2.700	0.425	0.438
2.736	0.423	0.442
2.768	0.462	0.424
2.800	0.490	0.429
2.836	0.490	0.431
2.868	0.491	0.428
2.900	0.490	0.432
2.936	0.489	0.434
2.968	0.489	0.432
3.000	0.488	0.431
3.036	0.486	0.433
3.068	0.488	0.429
3.100	0.614	0.398
3.136	0.609	0.405
3.168	0.604	0.411
3.200	0.604	0.412
3.236	0.604	0.414
3.268	0.604	0.415
3.300	0.605	0.414
3.368	0.301	0.381
3.400	0.303	0.377
3.436	0.296	0.389
3.468	0.294	0.393
3.500	0.294	0.396
3.536	0.290	0.399
3.568	0.290	0.398
3.600	0.293	0.393
3.636	0.290	0.398
3.668	0.290	0.398
3.736	0.458	0.372
3.768	0.453	0.374
3.800	0.450	0.380
3.836	0.449	0.384
3.868	0.447	0.388
3.900	0.446	0.388
3.936	0.446	0.389
3.968	0.484	0.379
4.000	0.481	0.387
4.036	0.479	0.388
4.068	0.480	0.388
4.100	0.479	0.395
4.136	0.477	0.401
4.168	0.552	0.381
4.200	0.549	0.385
4.236	0.548	0.389
4.268	0.547	0.390
4.300	0.546	0.393
4.336	0.546	0.397
4.368	0.546	0.400
4.400	0.545	0.402
4.436	0.545	0.406
4.468	0.598	0.390
4.500	0.620	0.392
4.536	0.617	0.398
4.568	0.618	0.403
4.600	0.616	0.406
4.636	0.615	0.407
4.668	0.514	0.381
4.700	0.404	0.361
4.736	0.403	0.367
4.768	0.401	0.370
4.800	0.400	0.374
4.836	0.401	0.373
4.868	0.398	0.376
4.900	0.400	0.374
4.936	0.489	0.363
4.968	0.489	0.363
5.000	0.490	0.362
5.036	0.490	0.362
5.068	0.490	0.366
5.100	0.491	0.366
5.136	0.489	0.364
5.200	0.422	0.368
5.236	0.416	0.380
5.268	0.417	0.377
5.300	0.417	0.379
5.332	0.417	0.379
5.368	0.418	0.381
5.400	0.419	0.380
5.432	0.417	0.384
5.468	0.418	0.384
5.500	0.417	0.380
5.532	0.419	0.376
5.568	0.419	0.376
5.600	0.416	0.377
5.632	0.417	0.373
5.668	0.417	0.380
5.700	0.415	0.378
5.732	0.365	0.441
5.768	0.279	0.474
5.800	0.282	0.474
5.832	0.281	0.474
5.868	0.282	0.475
5.900	0.281	0.476
5.932	0.229	0.476
5.968	0.226	0.480
6.000	0.227	0.479
6.032	0.231	0.476
6.168	0.335	0.495
6.200	0.327	0.491
6.232	0.321	0.498
6.268	0.312	0.492
6.300	0.309	0.486
6.332	0.304	0.487
6.368	0.302	0.489
6.400	0.303	0.487
6.432	0.302	0.481
6.468	0.304	0.479
6.500	0.304	0.469
6.532	0.403	0.443
6.568	0.403	0.444
6.600	0.400	0.447
6.632	0.398	0.448
6.668	0.399	0.447
6.700	0.400	0.446
6.732	0.400	0.444
6.768	0.465	0.438
6.800	0.461	0.438
