time	x_norm	y_norm
0.000	0.469	-0.013
0.032	0.469	-0.016
0.068	0.471	-0.015
0.100	0.472	-0.016
0.132	0.473	-0.016
0.168	0.472	-0.016
0.200	0.472	-0.015
0.232	0.473	-0.014
0.268	0.472	-0.012
0.300	0.472	-0.009
0.332	0.473	-0.005
0.368	0.473	-0.006
0.400	0.473	-0.006
0.432	0.475	-0.006
0.468	0.476	-0.008
0.500	0.476	-0.010
0.532	0.477	-0.009
0.568	0.475	-0.008
0.600	0.476	-0.007
0.632	0.477	-0.009
0.668	0.529	-0.005
0.732	0.537	-0.012
0.768	0.538	-0.013
0.800	0.538	-0.011
0.832	0.538	-0.008
0.868	0.538	-0.006
0.900	0.460	0.364
0.968	0.437	0.487
1.000	0.439	0.490
1.032	0.438	0.498
1.068	0.435	0.504
1.100	0.434	0.506
1.132	0.432	0.507
1.168	0.431	0.509
1.200	0.432	0.513
1.232	0.431	0.514
1.268	0.370	0.525
1.300	0.372	0.526
1.332	0.371	0.528
1.368	0.370	0.529
1.400	0.369	0.531
1.432	0.370	0.531
1.468	0.370	0.530
1.500	0.370	0.531
1.532	0.369	0.531
1.568	0.370	0.532
1.600	0.371	0.534
1.632	0.372	0.532
1.668	0.372	0.533
1.732	0.375	0.533
1.768	0.418	0.522
1.800	0.481	0.549
1.900	0.466	0.550
1.932	0.446	0.537
2.032	0.426	0.536
2.068	0.422	0.533
2.100	0.420	0.532
2.132	0.417	0.533
2.168	0.416	0.530
2.200	0.414	0.529
2.232	0.412	0.529
2.268	0.409	0.528
2.300	0.411	0.528
2.332	0.410	0.526
2.368	0.409	0.528
2.400	0.410	0.528
2.432	0.407	0.526
2.468	0.406	0.529
2.500	0.407	0.531
2.532	0.407	0.530
2.632	0.340	0.533
2.700	0.338	0.538
2.732	0.336	0.541
2.768	0.336	0.544
2.800	0.336	0.540
2.832	0.335	0.539
2.868	0.335	0.537
2.900	0.336	0.535
2.932	0.337	0.534
2.968	0.337	0.531
3.000	0.338	0.531
3.032	0.338	0.533
3.068	0.339	0.532
3.100	0.338	0.531
3.132	0.338	0.529
3.168	0.335	0.535
3.200	0.336	0.535
3.232	0.335	0.536
3.268	0.337	0.533
3.300	0.376	0.527
3.500	0.494	0.517
3.632	0.450	0.499
3.668	0.444	0.500
3.700	0.441	0.513
3.732	0.441	0.517
3.768	0.440	0.516
3.800	0.438	0.514
3.832	0.439	0.515
3.868	0.438	0.518
3.932	0.435	0.518
4.000	0.464	0.015
4.068	0.470	0.012
4.100	0.473	0.017
4.132	0.474	0.018
4.168	0.477	0.020
4.200	0.478	0.022
4.232	0.479	0.021
4.268	0.480	0.021
4.300	0.480	0.019
4.332	0.482	0.019
4.368	0.483	0.023
4.400	0.483	0.026
4.432	0.483	0.029
4.468	0.483	0.029
4.500	0.484	0.027
4.532	0.483	0.024
4.568	0.482	0.025
4.600	0.484	0.025
4.632	0.484	0.023
4.668	0.483	0.022
4.700	0.484	0.023
4.732	0.484	0.021
4.768	0.484	0.020
4.800	0.484	0.023
4.832	0.484	0.023
4.868	0.484	0.023
4.900	0.485	0.021
4.932	0.485	0.023
4.968	0.485	0.020
5.000	0.485	0.024
5.068	0.484	0.023
5.100	0.485	0.024
5.132	0.485	0.021
5.168	0.486	0.022
5.200	0.486	0.019
5.232	0.486	0.019
5.268	0.486	0.018
5.300	0.492	0.010
5.332	0.517	0.003
5.368	0.518	-0.001
5.400	0.517	-0.001
5.432	0.517	-0.000
5.468	0.518	-0.002
5.500	0.519	-0.003
5.532	0.518	-0.004
5.568	0.520	-0.006
5.600	0.519	-0.004
5.632	0.518	-0.002
5.668	0.518	-0.000
5.700	0.518	0.002
5.732	0.518	0.002
5.768	0.514	-0.003
5.800	0.477	-0.009
5.868	0.475	-0.011
5.900	0.476	-0.006
5.932	0.476	-0.004
5.968	0.479	-0.001
6.000	0.522	0.006
6.032	0.579	0.071
6.132	0.507	0.055
6.168	0.495	0.043
6.232	0.482	0.034
6.268	0.477	0.031
6.300	0.474	0.032
6.332	0.471	0.028
6.400	0.439	0.018
6.432	0.436	0.018
6.468	0.435	0.017
6.500	0.434	0.019
6.532	0.433	0.021
6.568	0.432	0.022
6.600	0.433	0.023
6.632	0.431	0.022
6.668	0.433	0.023
6.700	0.432	0.021
6.732	0.433	0.022
6.768	0.433	0.021
6.800	0.434	0.023
6.832	0.435	0.021
6.900	0.068	-0.130
6.932	0.066	-0.127
6.968	0.065	-0.120
7.000	0.063	-0.116
7.032	0.062	-0.114
7.068	0.060	-0.117
7.100	0.059	-0.113
7.132	0.057	-0.111
7.200	0.499	-0.013
7.232	0.500	-0.000
7.300	0.499	0.006
7.332	0.499	0.008
7.368	0.500	0.007
7.400	0.500	0.004
7.432	0.500	0.006
7.468	0.500	0.006
7.500	0.501	0.005
7.532	0.539	-0.003
7.568	0.550	0.001
7.600	0.551	0.008
7.632	0.550	0.009
7.668	0.551	0.010
7.700	0.552	0.010
7.732	0.552	0.012
7.768	0.552	0.012
7.800	0.552	0.012
7.832	0.553	0.012
7.868	0.552	0.013
7.900	0.548	0.011
7.932	0.456	0.006
7.968	0.455	0.006
8.000	0.455	0.007
8.032	0.456	0.006
8.068	0.456	0.008
8.100	0.457	0.005
8.132	0.457	0.006
8.168	0.458	0.005
8.200	0.459	0.005
8.232	0.455	0.003
8.268	0.434	0.009
8.300	0.433	0.005
8.332	0.433	0.011
8.400	0.434	0.014
8.432	0.432	0.012
8.468	0.433	0.010
8.500	0.433	0.013
8.532	0.433	0.010
8.568	0.434	0.010
8.600	0.435	0.014
8.632	0.474	0.008
8.668	0.546	0.084
8.800	0.514	0.052
8.900	0.492	0.034
8.932	0.487	0.029
8.968	0.483	0.025
9.000	0.480	0.024
9.032	0.476	0.021
9.068	0.473	0.022
9.100	0.440	0.024
9.132	0.438	0.022
9.168	0.436	0.024
9.200	0.435	0.026
