time	event_type	event	left	right	bottom	top
61.164	stimulus	1a	0.283	0.384	0.412	0.582
67.164	stimulus	1b	0.616	0.718	0.412	0.582
76.164	stimulus	2a	0.283	0.384	0.412	0.582
81.164	stimulus	2b	0.616	0.718	0.412	0.582
87.164	stimulus	1a	0.283	0.384	0.412	0.582
91.164	stimulus	1b	0.616	0.718	0.412	0.582
98.164	stimulus	2a	0.283	0.384	0.412	0.582
102.164	stimulus	2b	0.616	0.718	0.412	0.582
109.164	stimulus	1a	0.283	0.384	0.412	0.582
120.164	stimulus	1b	0.616	0.718	0.412	0.582
129.164	stimulus	2a	0.283	0.384	0.412	0.582
134.164	stimulus	2b	0.616	0.718	0.412	0.582
142.164	stimulus	1a	0.283	0.384	0.412	0.582
149.164	stimulus	1b	0.616	0.718	0.412	0.582
158.164	stimulus	2a	0.283	0.384	0.412	0.582
164.164	stimulus	2b	0.616	0.718	0.412	0.582
173.164	stimulus	1a	0.283	0.384	0.412	0.582
182.164	stimulus	1b	0.616	0.718	0.412	0.582
189.164	stimulus	2a	0.283	0.384	0.412	0.582
195.164	stimulus	2b	0.616	0.718	0.412	0.582
202.164	stimulus	1a	0.283	0.384	0.412	0.582
210.164	stimulus	1b	0.616	0.718	0.412	0.582
214.164	stimulus	2a	0.283	0.384	0.412	0.582
223.164	stimulus	2b	0.616	0.718	0.412	0.582
233.164	stimulus	1a	0.283	0.384	0.412	0.582
244.164	stimulus	1b	0.616	0.718	0.412	0.582
252.164	stimulus	2a	0.283	0.384	0.412	0.582
260.164	stimulus	2b	0.616	0.718	0.412	0.582
264.164	stimulus	1a	0.283	0.384	0.412	0.582
273.164	stimulus	1b	0.616	0.718	0.412	0.582
279.164	stimulus	2a	0.283	0.384	0.412	0.582
289.164	stimulus	2b	0.616	0.718	0.412	0.582
294.164	stimulus	1a	0.283	0.384	0.412	0.582
303.164	stimulus	1b	0.616	0.718	0.412	0.582
308.164	stimulus	2a	0.283	0.384	0.412	0.582
316.164	stimulus	2b	0.616	0.718	0.412	0.582
324.164	stimulus	1a	0.283	0.384	0.412	0.582
329.164	stimulus	1b	0.616	0.718	0.412	0.582
336.164	stimulus	2a	0.283	0.384	0.412	0.582
342.164	stimulus	2b	0.616	0.718	0.412	0.582
348.164	stimulus	1a	0.283	0.384	0.412	0.582
361.164	stimulus	1b	0.616	0.718	0.412	0.582
61.164	virtual	S	NA	NA	NA	NA
74.364	response	R	NA	NA	NA	NA
82.664	response	R	NA	NA	NA	NA
90.264	response	R	NA	NA	NA	NA
93.828	response	R	NA	NA	NA	NA
99.328	response	R	NA	NA	NA	NA
104.360	response	R	NA	NA	NA	NA
110.328	response	R	NA	NA	NA	NA
119.996	response	R	NA	NA	NA	NA
122.460	response	R	NA	NA	NA	NA
130.728	response	R	NA	NA	NA	NA
134.728	response	R	NA	NA	NA	NA
143.228	response	R	NA	NA	NA	NA
150.192	response	R	NA	NA	NA	NA
151.660	response	R	NA	NA	NA	NA
160.324	response	R	NA	NA	NA	NA
163.660	response	R	NA	NA	NA	NA
164.892	response	R	NA	NA	NA	NA
166.660	response	R	NA	NA	NA	NA
170.092	response	R	NA	NA	NA	NA
171.324	response	R	NA	NA	NA	NA
174.024	response	R	NA	NA	NA	NA
177.024	response	R	NA	NA	NA	NA
180.060	response	R	NA	NA	NA	NA
182.824	response	R	NA	NA	NA	NA
184.392	response	R	NA	NA	NA	NA
187.324	response	R	NA	NA	NA	NA
189.792	response	R	NA	NA	NA	NA
192.324	response	R	NA	NA	NA	NA
197.256	response	R	NA	NA	NA	NA
201.156	response	R	NA	NA	NA	NA
203.556	response	R	NA	NA	NA	NA
209.992	response	R	NA	NA	NA	NA
212.124	response	R	NA	NA	NA	NA
215.424	response	R	NA	NA	NA	NA
221.224	response	R	NA	NA	NA	NA
224.556	response	R	NA	NA	NA	NA
230.156	response	R	NA	NA	NA	NA
234.156	response	R	NA	NA	NA	NA
239.088	response	R	NA	NA	NA	NA
244.156	response	R	NA	NA	NA	NA
245.856	response	R	NA	NA	NA	NA
248.056	response	R	NA	NA	NA	NA
252.256	response	R	NA	NA	NA	NA
253.720	response	R	NA	NA	NA	NA
257.220	response	R	NA	NA	NA	NA
259.888	response	R	NA	NA	NA	NA
261.788	response	R	NA	NA	NA	NA
265.020	response	R	NA	NA	NA	NA
268.588	response	R	NA	NA	NA	NA
273.220	response	R	NA	NA	NA	NA
274.388	response	R	NA	NA	NA	NA
277.552	response	R	NA	NA	NA	NA
280.220	response	R	NA	NA	NA	NA
282.820	response	R	NA	NA	NA	NA
287.452	response	R	NA	NA	NA	NA
290.088	response	R	NA	NA	NA	NA
293.688	response	R	NA	NA	NA	NA
296.520	response	R	NA	NA	NA	NA
300.952	response	R	NA	NA	NA	NA
